row,cluster
2003,11
2004,5
2005,4
2006,7
2007,6
2008,2
2009,4
2010,5
2011,10
2012,7
2013,4
2014,2
2015,1
2016,4
2017,7
2018,7
2019,2
2020,7
2021,6
2022,11
2023,9
2024,4
2025,3
2026,8
2027,3
2028,11
2029,2
2030,6
2031,9
2032,5
2033,7
2034,3
2035,1
2036,7
2037,7
2038,5
2039,2
2040,11
2041,7
2042,11
2043,6
2044,7
2045,6
2046,7
2047,2
2048,2
2049,9
2050,5
2051,2
2052,6
2053,9
2054,9
2055,11
2056,11
2057,2
2058,9
2059,7
2060,10
2061,1
2062,3
2063,9
2064,10
2065,10
2066,2
2067,11
2068,1
2069,1
2070,7
2071,10
2072,8
2073,4
2074,0
2075,2
2076,2
2077,0
2078,9
2079,1
2080,2
2081,5
2082,6
2083,11
2084,6
2085,1
2086,11
2087,0
2088,8
2089,6
2090,3
2091,9
2092,8
2093,1
2094,9
2095,3
2096,11
2097,9
2098,2
2099,10
2100,8
2101,7
2102,4
2103,9
2104,0
2105,10
2106,4
2107,2
2108,4
2109,11
2110,4
2111,11
2112,2
2113,6
2114,9
2115,0
2116,10
2117,2
2118,4
2119,0
2120,7
2121,10
2122,5
2123,6
2124,9
2125,0
2126,7
2127,5
2128,0
2129,9
2130,10
2131,2
2132,7
2133,10
2134,5
2135,8
2136,8
2137,10
2138,4
2139,7
2140,8
2141,4
2142,4
2143,2
2144,10
2145,8
2146,6
2147,8
2148,7
2149,5
2150,3
2151,1
2152,7
2153,7
2154,7
2155,5
2156,6
2157,10
2158,5
2159,11
2160,9
2161,4
2162,4
2163,9
2164,0
2165,2
2166,9
2167,10
2168,2
2169,6
2170,10
2171,1
2172,1
2173,4
2174,7
2175,11
2176,8
2177,5
2178,10
2179,10
2180,2
2181,9
2182,2
2183,0
2184,9
2185,9
2186,5
2187,7
2188,7
2189,9
2190,10
2191,1
2192,5
2193,1
2194,9
2195,7
2196,4
2197,7
2198,4
2199,7
2200,0
2201,8
2202,8
2203,1
2204,6
2205,3
2206,10
2207,10
2208,5
2209,7
2210,9
2211,3
2212,4
2213,5
2214,7
2215,7
2216,3
2217,0
2218,2
2219,6
2220,11
2221,9
2222,2
2223,10
2224,1
2225,6
2226,11
2227,1
2228,8
2229,9
2230,10
2231,6
2232,11
2233,0
2234,0
2235,9
2236,5
2237,3
2238,8
2239,11
2240,6
2241,2
2242,3
2243,0
2244,3
2245,10
2246,5
2247,7
2248,10
2249,1
2250,1
2251,6
2252,5
2253,1
2254,7
2255,1
2256,6
2257,0
2258,0
2259,11
2260,2
2261,5
2262,0
2263,7
2264,6
2265,7
2266,9
2267,10
2268,5
2269,4
2270,10
2271,11
2272,7
2273,6
2274,11
2275,9
2276,3
2277,7
2278,11
2279,2
2280,2
2281,10
2282,1
2283,8
2284,7
2285,4
2286,5
2287,9
2288,2
2289,4
2290,5
2291,5
2292,6
2293,7
2294,6
2295,10
2296,4
2297,0
2298,2
2299,2
2300,6
2301,5
2302,2
2303,8
2304,4
2305,10
2306,3
2307,8
2308,5
2309,5
2310,9
2311,4
2312,7
2313,2
2314,6
2315,6
2316,11
2317,1
2318,9
2319,6
2320,3
2321,8
2322,11
2323,5
2324,8
2325,9
2326,10
2327,7
2328,7
2329,8
2330,4
2331,6
2332,2
2333,0
2334,5
2335,11
2336,5
2337,5
2338,3
2339,10
2340,5
2341,11
2342,8
2343,5
2344,1
2345,6
2346,2
2347,9
2348,7
2349,6
2350,11
2351,6
2352,5
2353,9
2354,9
2355,10
2356,0
2357,4
2358,8
2359,4
2360,4
2361,4
2362,3
2363,7
2364,4
2365,7
2366,1
2367,8
2368,3
2369,3
2370,2
2371,4
2372,8
2373,11
